ID,DATA_LEITURA,TEMPERATURA,UMIDADE,PH,FOSFORO,POTASSIO,BOMBA
1056,2025-10-02 00:28:51,22.28,73,6.3,1,1,0
1057,2025-10-02 00:38:51,22.19,71,6.19,1,0,0
1058,2025-10-02 00:48:51,22.24,73,6.14,1,1,0
1059,2025-10-02 00:58:51,21.64,76,5.7,1,1,0
1060,2025-10-02 01:08:51,21.18,79,6.0,1,1,0
1061,2025-10-02 01:18:51,20.7,78,5.71,1,1,0
1062,2025-10-02 01:28:51,20.18,79,6.21,0,1,0
1063,2025-10-02 01:38:51,20.7,78,5.48,0,0,0
1064,2025-10-02 01:48:51,20.26,79,6.57,0,1,0
1065,2025-10-02 01:58:51,20.63,81,6.06,1,1,0
1066,2025-10-02 02:08:51,20.84,76,5.86,1,1,0
1067,2025-10-02 02:18:51,20.54,81,5.75,1,1,0
1068,2025-10-02 02:28:51,21.25,77,6.06,1,1,0
1069,2025-10-02 02:38:51,20.03,82,5.99,1,1,0
1070,2025-10-02 02:48:51,20.4,81,5.73,1,1,0
1071,2025-10-02 02:58:51,20.71,80,5.22,1,0,0
1072,2025-10-02 03:08:51,20.84,80,6.33,1,1,0
1073,2025-10-02 03:18:51,20.19,81,6.01,1,1,0
1074,2025-10-02 03:28:51,19.57,82,6.39,1,1,0
1075,2025-10-02 03:38:51,19.35,85,6.1,0,1,0
1076,2025-10-02 03:48:51,19.65,83,5.92,1,1,0
1077,2025-10-02 03:58:51,19.46,85,5.99,1,0,0
1078,2025-10-02 04:08:51,20.18,81,5.66,1,1,0
1079,2025-10-02 04:18:51,20.17,78,5.92,1,1,0
1080,2025-10-02 04:28:51,19.7,85,5.95,0,1,0
1081,2025-10-02 04:38:51,20.9,79,5.62,0,0,0
1082,2025-10-02 04:48:51,20.34,79,6.06,1,1,0
1083,2025-10-02 04:58:51,20.22,83,6.04,1,1,0
1084,2025-10-02 05:08:51,20.6,83,6.06,1,1,0
1085,2025-10-02 05:18:51,20.57,81,5.72,1,1,0
1086,2025-10-02 05:28:51,20.98,81,5.45,1,0,0
1087,2025-10-02 05:38:51,20.04,82,5.8,0,1,0
1088,2025-10-02 05:48:51,20.67,81,6.44,1,1,0
1089,2025-10-02 05:58:51,20.39,81,5.82,1,1,0
1090,2025-10-02 06:08:51,20.17,83,5.68,1,1,0
1091,2025-10-02 06:18:51,20.7,79,5.75,1,1,0
1092,2025-10-02 06:28:51,21.22,77,5.98,1,1,0
1093,2025-10-02 06:38:51,21.07,76,6.11,1,1,0
1094,2025-10-02 06:48:51,21.89,72,5.79,1,1,0
1095,2025-10-02 06:58:51,20.72,81,5.57,1,1,0
1096,2025-10-02 07:08:51,21.43,74,5.69,1,1,0
1097,2025-10-02 07:18:51,22.87,69,5.92,1,0,0
1098,2025-10-02 07:28:51,22.37,75,6.24,1,1,0
1099,2025-10-02 07:38:51,22.75,74,6.22,0,1,0
1100,2025-10-02 07:48:51,22.9,72,5.82,0,1,0
1101,2025-10-02 07:58:51,22.97,69,6.19,0,1,0
1102,2025-10-02 08:08:51,22.86,74,6.14,0,1,0
1103,2025-10-02 08:18:51,22.48,73,5.76,1,0,0
1104,2025-10-02 08:28:51,23.55,70,6.78,1,0,0
1105,2025-10-02 08:38:51,23.4,74,5.7,1,1,0
1106,2025-10-02 08:48:51,23.28,72,6.08,0,1,0
1107,2025-10-02 08:58:51,23.69,65,6.49,1,0,0
1108,2025-10-02 09:08:51,23.47,69,6.25,0,1,0
1109,2025-10-02 09:18:51,24.39,65,5.77,1,1,0
1110,2025-10-02 09:28:51,23.78,68,6.07,1,1,0
1111,2025-10-02 09:38:51,24.27,70,5.85,0,1,0
1112,2025-10-02 09:48:51,25.06,63,5.6,1,1,0
1113,2025-10-02 09:58:51,24.72,67,6.02,1,1,0
1114,2025-10-02 10:08:51,25.74,65,6.16,1,1,0
1115,2025-10-02 10:18:51,25.19,61,6.98,0,0,0
1116,2025-10-02 10:28:51,25.07,71,6.35,1,1,0
1117,2025-10-02 10:38:51,25.92,63,5.63,1,0,0
1118,2025-10-02 10:48:51,25.03,64,6.44,1,1,0
1119,2025-10-02 10:58:51,25.42,65,6.55,0,1,0
1120,2025-10-02 11:08:51,27.63,53,5.64,1,1,0
1121,2025-10-02 11:18:51,26.74,59,6.27,1,1,0
1122,2025-10-02 11:28:51,26.61,57,5.64,1,1,0
1123,2025-10-02 11:38:51,27.35,55,6.05,1,0,0
1124,2025-10-02 11:48:51,27.59,53,5.92,0,1,0
1125,2025-10-02 11:58:51,27.81,54,6.35,1,1,0
1126,2025-10-02 12:08:51,27.13,57,5.67,1,1,0
1127,2025-10-02 12:18:51,28.39,51,5.85,1,1,0
1128,2025-10-02 12:28:51,28.75,50,6.42,1,1,0
1129,2025-10-02 12:38:51,27.64,58,6.16,1,1,0
1130,2025-10-02 12:48:51,28.64,51,6.09,1,1,0
1131,2025-10-02 12:58:51,28.64,54,6.47,1,1,0
1132,2025-10-02 13:08:51,27.95,52,6.11,1,1,0
1133,2025-10-02 13:18:51,27.99,57,5.63,1,1,0
1134,2025-10-02 13:28:51,29.83,48,5.55,1,1,0
1135,2025-10-02 13:38:51,29.06,52,5.48,1,0,0
1136,2025-10-02 13:48:51,29.77,44,6.66,0,0,1
1137,2025-10-02 13:58:51,28.14,53,5.49,0,0,0
1138,2025-10-02 14:08:51,30.5,46,6.08,1,1,0
1139,2025-10-02 14:18:51,29.33,52,5.78,1,1,0
1140,2025-10-02 14:28:51,29.77,47,5.74,1,1,0
1141,2025-10-02 14:38:51,30.35,49,6.13,1,1,0
1142,2025-10-02 14:48:51,29.38,50,5.55,1,1,0
1143,2025-10-02 14:58:51,30.06,49,5.74,1,1,0
1144,2025-10-02 15:08:51,29.99,46,5.97,1,1,0
1145,2025-10-02 15:18:51,31.07,48,5.66,1,1,0
1146,2025-10-02 15:28:51,28.97,50,6.28,0,1,0
1147,2025-10-02 15:38:51,30.71,42,5.16,0,1,1
1148,2025-10-02 15:48:51,30.94,46,5.84,1,1,0
1149,2025-10-02 15:58:51,30.25,45,5.47,0,1,0
1150,2025-10-02 16:08:51,30.15,47,5.73,1,0,0
1151,2025-10-02 16:18:51,31.1,46,5.98,1,1,0
1152,2025-10-02 16:28:51,30.17,48,6.07,1,1,0
1153,2025-10-02 16:38:51,29.8,53,5.86,0,1,0
1154,2025-10-02 16:48:51,30.07,48,6.15,1,1,0
1155,2025-10-02 16:58:51,29.89,50,5.83,0,1,0
1156,2025-10-02 17:08:51,29.53,52,6.09,1,1,0
1157,2025-10-02 17:18:51,30.19,46,6.01,1,1,0
1158,2025-10-02 17:28:51,29.1,51,6.28,1,1,0
1159,2025-10-02 17:38:51,29.88,49,6.48,1,0,0
1160,2025-10-02 17:48:51,29.19,51,5.71,1,1,0
1161,2025-10-02 17:58:51,29.07,45,6.27,0,1,0
1162,2025-10-02 18:08:51,29.86,47,5.9,1,1,0
1163,2025-10-02 18:18:51,28.62,46,6.24,1,0,0
1164,2025-10-02 18:28:51,28.99,56,6.14,1,1,0
1165,2025-10-02 18:38:51,29.39,48,5.56,0,1,0
1166,2025-10-02 18:48:51,28.59,54,5.95,1,0,0
1167,2025-10-02 18:58:51,28.01,54,6.03,1,1,0
1168,2025-10-02 19:08:51,28.37,54,6.01,1,1,0
1169,2025-10-02 19:18:51,28.18,54,5.75,1,1,0
1170,2025-10-02 19:28:51,28.01,55,6.18,1,0,0
1171,2025-10-02 19:38:51,27.69,53,5.91,0,1,0
1172,2025-10-02 19:48:51,27.73,53,6.69,0,0,0
1173,2025-10-02 19:58:51,28.16,53,6.18,1,1,0
1174,2025-10-02 20:08:51,26.49,60,5.74,1,1,0
1175,2025-10-02 20:18:51,27.58,57,6.21,1,1,0
1176,2025-10-02 20:28:51,27.38,55,6.08,0,1,0
1177,2025-10-02 20:38:51,26.85,57,6.04,1,1,0
1178,2025-10-02 20:48:51,27.58,53,5.91,1,1,0
1179,2025-10-02 20:58:51,27.21,56,6.01,1,1,0
1180,2025-10-02 21:08:51,25.77,63,6.31,0,1,0
1181,2025-10-02 21:18:51,26.69,54,6.43,1,1,0
1182,2025-10-02 21:28:51,25.56,64,6.34,1,1,0
1183,2025-10-02 21:38:51,26.34,57,5.9,1,1,0
1184,2025-10-02 21:48:51,24.52,65,6.07,1,1,0
1185,2025-10-02 21:58:51,24.96,66,6.16,1,1,0
1186,2025-10-02 22:08:51,25.85,63,5.53,1,1,0
1187,2025-10-02 22:18:51,24.69,66,6.13,1,1,0
1188,2025-10-02 22:28:51,24.62,64,5.96,1,1,0
1189,2025-10-02 22:38:51,25.18,62,5.94,0,1,0
1190,2025-10-02 22:48:51,24.02,69,5.86,0,0,0
1191,2025-10-02 22:58:51,23.84,68,5.79,1,1,0
1192,2025-10-02 23:08:51,23.92,67,6.24,1,1,0
1193,2025-10-02 23:18:51,23.14,70,6.28,1,1,0
1194,2025-10-02 23:28:51,22.77,70,5.67,1,1,0
1195,2025-10-02 23:38:51,22.83,72,5.69,1,1,0
1196,2025-10-02 23:48:51,22.27,74,5.7,1,1,0
1197,2025-10-02 23:58:51,23.18,71,5.91,1,1,0
1198,2025-10-03 00:08:51,21.32,80,6.02,1,0,0
1199,2025-10-03 00:18:51,22.13,76,6.74,0,0,0
1200,2025-10-03 00:28:51,21.57,75,6.55,0,0,0
1201,2025-10-03 00:38:51,22.09,77,6.02,1,1,0
1202,2025-10-03 00:48:51,21.49,77,6.1,1,1,0
1203,2025-10-03 00:58:51,21.87,74,5.65,1,1,0
1204,2025-10-03 01:08:51,21.24,74,6.48,1,1,0
1205,2025-10-03 01:18:51,20.54,80,6.09,1,1,0
1206,2025-10-03 01:28:51,21.21,79,6.09,1,1,0
1207,2025-10-03 01:38:51,20.63,78,6.2,1,1,0
1208,2025-10-03 01:48:51,20.79,77,5.75,1,1,0
1209,2025-10-03 01:58:51,21.4,77,5.61,1,1,0
1210,2025-10-03 02:08:51,20.7,78,6.15,0,1,0
1211,2025-10-03 02:18:51,21.26,79,5.67,1,1,0
1212,2025-10-03 02:28:51,19.84,84,6.04,1,1,0
1213,2025-10-03 02:38:51,20.32,81,6.55,1,0,0
1214,2025-10-03 02:48:51,20.16,81,5.97,0,1,0
1215,2025-10-03 02:58:51,20.03,80,6.03,1,1,0
1216,2025-10-03 03:08:51,20.54,79,5.94,1,1,0
1217,2025-10-03 03:18:51,19.61,85,6.36,1,1,0
1218,2025-10-03 03:28:51,20.57,83,5.73,1,1,0
1219,2025-10-03 03:38:51,20.41,79,6.14,1,1,0
1220,2025-10-03 03:48:51,20.52,83,5.79,1,1,0
1221,2025-10-03 03:58:51,19.77,86,6.0,1,1,0
1222,2025-10-03 04:08:51,19.69,84,6.46,1,1,0
1223,2025-10-03 04:18:51,21.2,77,5.88,1,1,0
1224,2025-10-03 04:28:51,20.05,82,5.93,1,1,0
1225,2025-10-03 04:38:51,21.15,77,6.1,1,1,0
1226,2025-10-03 04:48:51,19.87,81,5.85,1,1,0
1227,2025-10-03 04:58:51,18.98,88,5.42,0,0,0
1228,2025-10-03 05:08:51,19.92,82,5.8,1,1,0
1229,2025-10-03 05:18:51,20.72,78,6.28,1,1,0
1230,2025-10-03 05:28:51,20.89,79,6.2,1,0,0
1231,2025-10-03 05:38:51,20.77,78,6.26,1,1,0
1232,2025-10-03 05:48:51,20.7,81,6.19,1,1,0
1233,2025-10-03 05:58:51,20.42,83,6.03,1,1,0
1234,2025-10-03 06:08:51,20.25,78,5.57,1,1,0
1235,2025-10-03 06:18:51,21.14,78,5.78,1,1,0
1236,2025-10-03 06:28:51,21.71,78,6.19,1,1,0
1237,2025-10-03 06:38:51,21.3,80,5.49,1,0,0
1238,2025-10-03 06:48:51,21.36,76,6.13,1,1,0
1239,2025-10-03 06:58:51,21.3,76,5.92,1,1,0
1240,2025-10-03 07:08:51,21.14,81,5.94,1,1,0
1241,2025-10-03 07:18:51,21.02,78,6.46,0,1,0
1242,2025-10-03 07:28:51,21.77,76,5.29,0,0,0
1243,2025-10-03 07:38:51,21.64,74,5.33,0,1,0
1244,2025-10-03 07:48:51,22.69,71,5.94,1,1,0
1245,2025-10-03 07:58:51,22.21,73,5.69,1,1,0
1246,2025-10-03 08:08:51,23.01,72,6.46,1,1,0
1247,2025-10-03 08:18:51,22.74,70,5.94,1,1,0
1248,2025-10-03 08:28:51,22.2,80,6.12,1,1,0
1249,2025-10-03 08:38:51,23.51,73,5.42,0,0,0
1250,2025-10-03 08:48:51,23.4,71,6.34,1,1,0
1251,2025-10-03 08:58:51,23.99,71,6.35,1,1,0
1252,2025-10-03 09:08:51,23.44,68,5.65,1,1,0
1253,2025-10-03 09:18:51,24.3,70,6.41,1,1,0
1254,2025-10-03 09:28:51,24.33,66,5.98,1,1,0
1255,2025-10-03 09:38:51,24.24,66,6.11,1,1,0
1256,2025-10-03 09:48:51,25.27,69,6.06,1,1,0
1257,2025-10-03 09:58:51,25.63,60,5.39,0,0,0
1258,2025-10-03 10:08:51,24.93,65,6.26,1,1,0
1259,2025-10-03 10:18:51,25.62,64,5.84,1,1,0
1260,2025-10-03 10:28:51,26.02,60,5.96,1,1,0
1261,2025-10-03 10:38:51,26.39,59,6.19,1,1,0
1262,2025-10-03 10:48:51,25.35,64,6.23,1,1,0
1263,2025-10-03 10:58:51,25.76,61,5.92,1,1,0
1264,2025-10-03 11:08:51,27.15,62,5.91,1,1,0
1265,2025-10-03 11:18:51,26.87,56,6.42,0,1,0
1266,2025-10-03 11:28:51,26.45,61,6.17,1,1,0
1267,2025-10-03 11:38:51,26.3,61,5.81,1,1,0
1268,2025-10-03 11:48:51,27.32,54,6.61,1,0,0
1269,2025-10-03 11:58:51,28.06,56,6.0,1,1,0
1270,2025-10-03 12:08:51,28.23,52,6.03,1,1,0
1271,2025-10-03 12:18:51,27.84,55,6.29,1,1,0
1272,2025-10-03 12:28:51,28.6,54,6.4,1,1,0
1273,2025-10-03 12:38:51,28.39,54,5.83,1,1,0
1274,2025-10-03 12:48:51,28.92,52,5.56,1,1,0
1275,2025-10-03 12:58:51,27.88,57,6.4,1,1,0
1276,2025-10-03 13:08:51,28.47,52,5.93,1,1,0
1277,2025-10-03 13:18:51,28.78,51,5.88,1,1,0
1278,2025-10-03 13:28:51,28.54,52,6.53,0,0,0
1279,2025-10-03 13:38:51,28.68,51,5.98,1,1,0
1280,2025-10-03 13:48:51,28.77,55,6.06,1,1,0
1281,2025-10-03 13:58:51,29.17,47,5.47,1,0,0
1282,2025-10-03 14:08:51,29.52,48,6.43,1,1,0
1283,2025-10-03 14:18:51,29.9,52,5.91,1,1,0
1284,2025-10-03 14:28:51,29.36,42,6.34,1,1,1
1285,2025-10-03 14:38:51,29.97,49,5.72,1,1,0
1286,2025-10-03 14:48:51,29.66,48,6.27,1,1,0
1287,2025-10-03 14:58:51,29.31,49,6.17,1,1,0
1288,2025-10-03 15:08:51,29.19,50,6.19,0,1,0
1289,2025-10-03 15:18:51,30.07,50,5.91,1,1,0
1290,2025-10-03 15:28:51,29.32,51,5.48,1,0,0
1291,2025-10-03 15:38:51,29.78,47,5.44,0,0,0
1292,2025-10-03 15:48:51,29.17,46,6.08,1,1,0
1293,2025-10-03 15:58:51,30.29,49,6.09,1,1,0
1294,2025-10-03 16:08:51,30.66,46,6.1,0,1,0
1295,2025-10-03 16:18:51,29.67,47,6.64,0,0,0
1296,2025-10-03 16:28:51,30.2,46,5.96,1,1,0
1297,2025-10-03 16:38:51,29.66,45,6.06,1,1,0
1298,2025-10-03 16:48:51,30.62,44,5.65,1,1,1
1299,2025-10-03 16:58:51,30.2,50,5.55,1,1,0
1300,2025-10-03 17:08:51,29.64,54,6.61,1,0,0
1301,2025-10-03 17:18:51,28.99,50,5.65,1,1,0
1302,2025-10-03 17:28:51,29.56,51,5.83,1,1,0
1303,2025-10-03 17:38:51,29.24,48,6.21,1,1,0
1304,2025-10-03 17:48:51,28.99,52,6.54,1,0,0
1305,2025-10-03 17:58:51,28.57,50,6.14,0,1,0
1306,2025-10-03 18:08:51,29.32,47,5.91,1,1,0
1307,2025-10-03 18:18:51,28.02,57,6.13,1,1,0
1308,2025-10-03 18:28:51,28.64,54,6.15,1,0,0
1309,2025-10-03 18:38:51,29.22,51,5.8,1,1,0
1310,2025-10-03 18:48:51,28.64,53,5.81,1,1,0
1311,2025-10-03 18:58:51,27.62,55,6.19,1,0,0
1312,2025-10-03 19:08:51,27.82,55,6.3,1,1,0
1313,2025-10-03 19:18:51,28.45,54,6.28,1,1,0
1314,2025-10-03 19:28:51,27.13,59,5.73,1,1,0
1315,2025-10-03 19:38:51,28.0,54,5.78,1,1,0
1316,2025-10-03 19:48:51,28.03,54,6.25,1,1,0
1317,2025-10-03 19:58:51,27.4,56,5.67,1,1,0
1318,2025-10-03 20:08:51,27.14,59,5.28,0,0,0
1319,2025-10-03 20:18:51,28.73,47,6.46,0,1,0
1320,2025-10-03 20:28:51,26.58,59,5.67,0,1,0
1321,2025-10-03 20:38:51,27.84,55,6.1,1,1,0
1322,2025-10-03 20:48:51,27.16,59,6.01,0,1,0
1323,2025-10-03 20:58:51,25.41,63,6.04,0,1,0
1324,2025-10-03 21:08:51,26.71,58,5.71,1,1,0
1325,2025-10-03 21:18:51,25.67,58,6.52,0,0,0
1326,2025-10-03 21:28:51,25.76,62,5.72,1,1,0
1327,2025-10-03 21:38:51,25.71,61,6.08,1,1,0
1328,2025-10-03 21:48:51,25.08,66,6.12,1,0,0
1329,2025-10-03 21:58:51,24.74,66,5.88,1,1,0
1330,2025-10-03 22:08:51,24.5,64,5.92,1,1,0
1331,2025-10-03 22:18:51,24.21,69,5.79,1,1,0
1332,2025-10-03 22:28:51,24.71,67,5.99,1,0,0
1333,2025-10-03 22:38:51,23.43,67,6.03,1,1,0
1334,2025-10-03 22:48:51,24.61,65,6.46,1,1,0
1335,2025-10-03 22:58:51,24.26,71,5.7,1,1,0
1336,2025-10-03 23:08:51,23.83,66,6.21,1,1,0
1337,2025-10-03 23:18:51,23.78,67,6.73,0,0,0
1338,2025-10-03 23:28:51,23.63,68,6.0,1,1,0
1339,2025-10-03 23:38:51,23.28,69,5.88,1,1,0
1340,2025-10-03 23:48:51,22.33,75,5.92,1,1,0
1341,2025-10-03 23:58:51,23.1,72,6.58,0,0,0
1342,2025-10-04 00:08:51,22.08,76,6.33,1,1,0
1343,2025-10-04 00:18:51,22.31,72,5.45,1,0,0
1344,2025-10-04 00:28:51,22.57,73,6.31,1,1,0
1345,2025-10-04 00:38:51,22.5,74,6.01,1,1,0
1346,2025-10-04 00:48:51,21.94,75,5.96,0,1,0
1347,2025-10-04 00:58:51,21.75,75,6.24,1,1,0
1348,2025-10-04 01:08:51,21.94,78,5.87,1,1,0
1349,2025-10-04 01:18:51,20.87,80,6.07,1,1,0
1350,2025-10-04 01:28:51,21.1,79,5.79,1,1,0
1351,2025-10-04 01:38:51,20.94,81,5.95,1,0,0
1352,2025-10-04 01:48:51,20.2,80,5.45,0,0,0
1353,2025-10-04 01:58:51,19.99,82,6.2,1,1,0
1354,2025-10-04 02:08:51,19.41,85,5.92,1,1,0
1355,2025-10-04 02:18:51,20.83,78,6.27,1,1,0
1356,2025-10-04 02:28:51,20.32,81,6.0,1,1,0
1357,2025-10-04 02:38:51,19.94,79,5.82,1,1,0
1358,2025-10-04 02:48:51,20.97,76,5.79,1,1,0
1359,2025-10-04 02:58:51,20.04,84,6.33,1,1,0
1360,2025-10-04 03:08:51,19.87,81,5.86,0,1,0
1361,2025-10-04 03:18:51,19.99,80,6.08,1,1,0
1362,2025-10-04 03:28:51,19.88,86,5.93,1,1,0
1363,2025-10-04 03:38:51,20.27,81,6.22,1,1,0
1364,2025-10-04 03:48:51,19.59,85,6.12,1,1,0
1365,2025-10-04 03:58:51,20.01,82,6.52,1,0,0
1366,2025-10-04 04:08:51,20.97,74,5.78,1,1,0
1367,2025-10-04 04:18:51,19.72,83,6.54,1,0,0
1368,2025-10-04 04:28:51,19.82,83,5.69,1,1,0
1369,2025-10-04 04:38:51,19.81,83,5.91,1,1,0
1370,2025-10-04 04:48:51,20.44,77,5.96,1,1,0
1371,2025-10-04 04:58:51,20.39,83,5.8,1,1,0
1372,2025-10-04 05:08:51,19.97,85,6.35,1,1,0
1373,2025-10-04 05:18:51,19.67,81,6.07,1,1,0
1374,2025-10-04 05:28:51,19.75,79,5.7,1,1,0
1375,2025-10-04 05:38:51,21.27,77,6.03,1,1,0
1376,2025-10-04 05:48:51,20.97,81,6.24,0,1,0
1377,2025-10-04 05:58:51,21.44,77,5.82,1,1,0
1378,2025-10-04 06:08:51,21.12,82,6.46,1,1,0
1379,2025-10-04 06:18:51,21.15,76,5.89,1,1,0
1380,2025-10-04 06:28:51,21.08,81,5.73,0,1,0
1381,2025-10-04 06:38:51,22.06,74,5.65,1,1,0
1382,2025-10-04 06:48:51,22.06,74,5.72,1,1,0
1383,2025-10-04 06:58:51,21.26,77,5.67,1,1,0
1384,2025-10-04 07:08:51,21.48,77,6.52,0,1,0
1385,2025-10-04 07:18:51,21.49,76,6.82,0,0,0
1386,2025-10-04 07:28:51,22.4,71,5.97,1,1,0
1387,2025-10-04 07:38:51,22.52,75,6.23,1,1,0
1388,2025-10-04 07:48:51,22.36,76,5.83,1,1,0
1389,2025-10-04 07:58:51,22.47,73,5.84,1,1,0
1390,2025-10-04 08:08:51,22.03,71,6.38,1,1,0
1391,2025-10-04 08:18:51,22.48,71,5.56,1,1,0
1392,2025-10-04 08:28:51,22.95,70,6.09,1,1,0
1393,2025-10-04 08:38:51,23.22,72,5.8,1,1,0
1394,2025-10-04 08:48:51,23.35,70,5.97,1,1,0
1395,2025-10-04 08:58:51,22.58,73,5.33,0,1,0
1396,2025-10-04 09:08:51,24.13,67,6.1,1,1,0
1397,2025-10-04 09:18:51,24.21,63,6.3,1,0,0
1398,2025-10-04 09:28:51,24.6,65,5.86,1,1,0
1399,2025-10-04 09:38:51,24.73,65,5.59,1,1,0
1400,2025-10-04 09:48:51,24.94,65,5.72,1,1,0
1401,2025-10-04 09:58:51,24.49,65,5.63,1,1,0
1402,2025-10-04 10:08:51,25.4,65,5.78,1,1,0
1403,2025-10-04 10:18:51,24.78,66,6.06,1,1,0
1404,2025-10-04 10:28:51,25.05,67,5.86,1,1,0
1405,2025-10-04 10:38:51,26.88,55,6.18,1,1,0
1406,2025-10-04 10:48:51,26.99,59,5.72,1,1,0
1407,2025-10-04 10:58:51,25.72,62,6.08,1,1,0
1408,2025-10-04 11:08:51,26.52,59,6.5,1,1,0
1409,2025-10-04 11:18:51,26.7,59,6.61,1,0,0
1410,2025-10-04 11:28:51,26.75,58,5.69,1,1,0
1411,2025-10-04 11:38:51,27.09,61,6.55,1,0,0
1412,2025-10-04 11:48:51,27.5,56,6.5,0,0,0
1413,2025-10-04 11:58:51,27.81,54,6.25,1,1,0
1414,2025-10-04 12:08:51,27.69,55,5.97,1,1,0
1415,2025-10-04 12:18:51,27.22,56,6.08,1,1,0
1416,2025-10-04 12:28:51,27.81,55,5.94,1,0,0
1417,2025-10-04 12:38:51,27.37,59,6.03,1,1,0
1418,2025-10-04 12:48:51,27.52,55,5.69,1,1,0
1419,2025-10-04 12:58:51,28.7,51,6.05,0,1,0
1420,2025-10-04 13:08:51,28.1,55,5.87,1,1,0
1421,2025-10-04 13:18:51,28.43,54,6.56,1,0,0
1422,2025-10-04 13:28:51,29.0,49,6.26,1,1,0
1423,2025-10-04 13:38:51,30.08,46,5.76,1,1,0
1424,2025-10-04 13:48:51,29.69,48,5.9,1,1,0
1425,2025-10-04 13:58:51,29.86,48,5.81,1,1,0
1426,2025-10-04 14:08:51,29.14,52,6.08,1,0,0
1427,2025-10-04 14:18:51,30.09,49,6.01,1,1,0
1428,2025-10-04 14:28:51,29.65,48,6.13,1,1,0
1429,2025-10-04 14:38:51,28.69,50,5.31,1,0,0
1430,2025-10-04 14:48:51,29.1,51,5.96,1,1,0
1431,2025-10-04 14:58:51,30.48,47,6.45,1,1,0
1432,2025-10-04 15:08:51,29.54,47,5.66,1,1,0
1433,2025-10-04 15:18:51,29.14,50,6.14,1,1,0
1434,2025-10-04 15:28:51,29.94,47,5.71,0,1,0
1435,2025-10-04 15:38:51,29.38,50,5.99,1,1,0
1436,2025-10-04 15:48:51,30.4,44,5.43,0,1,1
1437,2025-10-04 15:58:51,30.05,46,6.04,1,1,0
1438,2025-10-04 16:08:51,30.48,46,5.78,1,1,0
1439,2025-10-04 16:18:51,30.75,46,6.96,0,0,0
1440,2025-10-04 16:28:51,30.39,42,6.46,1,1,1
1441,2025-10-04 16:38:51,29.61,49,6.42,1,1,0
1442,2025-10-04 16:48:51,30.85,44,6.3,1,1,1
1443,2025-10-04 16:58:51,29.42,49,5.82,1,0,0
1444,2025-10-04 17:08:51,29.68,48,6.13,0,1,0
1445,2025-10-04 17:18:51,28.93,48,5.93,0,0,0
1446,2025-10-04 17:28:51,29.52,47,6.33,0,1,0
1447,2025-10-04 17:38:51,29.87,45,5.87,1,1,0
1448,2025-10-04 17:48:51,29.43,48,6.34,1,1,0
1449,2025-10-04 17:58:51,30.04,41,6.23,1,1,1
1450,2025-10-04 18:08:51,30.26,45,6.3,1,1,0
1451,2025-10-04 18:18:51,28.97,55,5.61,1,1,0
1452,2025-10-04 18:28:51,28.82,51,5.89,1,1,0
1453,2025-10-04 18:38:51,29.39,52,6.32,1,0,0
1454,2025-10-04 18:48:51,28.68,55,6.61,0,0,0
1455,2025-10-04 18:58:51,28.31,56,6.15,1,1,0
1456,2025-10-04 19:08:51,27.61,54,6.2,1,1,0
1457,2025-10-04 19:18:51,27.31,55,5.97,1,1,0
1458,2025-10-04 19:28:51,27.61,53,6.05,0,1,0
1459,2025-10-04 19:38:51,28.08,57,6.01,1,1,0
1460,2025-10-04 19:48:51,27.68,52,5.98,1,1,0
1461,2025-10-04 19:58:51,27.66,57,5.85,0,1,0
1462,2025-10-04 20:08:51,27.63,53,6.03,1,1,0
1463,2025-10-04 20:18:51,26.79,57,5.71,1,1,0
1464,2025-10-04 20:28:51,27.08,60,6.28,1,1,0
1465,2025-10-04 20:38:51,26.34,62,6.46,1,1,0
1466,2025-10-04 20:48:51,26.28,60,5.86,1,1,0
1467,2025-10-04 20:58:51,25.79,61,5.8,1,1,0
1468,2025-10-04 21:08:51,26.13,62,6.3,1,1,0
1469,2025-10-04 21:18:51,25.98,59,5.9,1,0,0
1470,2025-10-04 21:28:51,25.6,65,6.21,1,1,0
1471,2025-10-04 21:38:51,25.99,61,6.57,0,0,0
1472,2025-10-04 21:48:51,26.66,56,6.3,1,1,0
1473,2025-10-04 21:58:51,24.88,66,5.87,1,1,0
1474,2025-10-04 22:08:51,24.5,64,5.63,1,1,0
1475,2025-10-04 22:18:51,24.92,61,5.98,1,1,0
1476,2025-10-04 22:28:51,24.48,65,6.1,1,1,0
1477,2025-10-04 22:38:51,23.73,66,6.03,1,1,0
1478,2025-10-04 22:48:51,24.77,63,5.78,1,1,0
1479,2025-10-04 22:58:51,23.74,70,6.11,1,0,0
1480,2025-10-04 23:08:51,23.91,69,5.55,1,1,0
1481,2025-10-04 23:18:51,23.42,71,6.47,0,1,0
1482,2025-10-04 23:28:51,23.25,72,5.83,1,1,0
1483,2025-10-04 23:38:51,23.69,69,5.45,1,1,0
1484,2025-10-04 23:48:51,22.09,76,5.88,1,1,0
1485,2025-10-04 23:58:51,23.12,72,5.93,1,1,0
1486,2025-10-05 00:08:51,22.85,74,5.67,1,1,0
1487,2025-10-05 00:18:51,22.33,72,6.39,1,1,0
1488,2025-10-05 00:28:51,21.28,78,5.83,0,1,0
1489,2025-10-05 00:38:51,21.15,79,6.12,1,1,0
1490,2025-10-05 00:48:51,21.33,79,5.87,1,1,0
